,,,,,,,,,,,,,,,,,,,,,
Iterations per tickets _6/20/17,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Ticket Number,Assigned To (CSR),Client/Account Name,Severity,Service Offering,Additional Info 1,Additional Info 2,Category,Status,Last Status Modified Date,Date Created-Format,Date Last Modified-Format,Response Date-Format,Date Closed-Format,PER Phase Date-Format,Parent Ticket Number,Child Ticket Number,PER Phase,Production Implementation Tracking,Summary,Time Spent (min),Age(Days)
5377-12979763,User1,Customer4,Sev 2,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Needs Reply,2017-06-19-17.40.18,2016-10-19-02.46.06,2017-06-19-17.40.18,2016-10-20-11.01.28,2017-04-25-15.32.45,2016-11-02-00.00.00,,5377-13001144,CTE Valiation/Testing,,CEVA PER GHO-2016-07428 EDI - GROUND - LLL - Data2 Logistics 210 specific-URGENT! TP REQUEST 11/1/16 GO-LIVE ,892,188
5377-12987153,User15,Customer4,Sev 2,B2B Services Integration Plus (Managed Services),OCT/N NOV/R2(3.5)C2(6.5) DEC/R1(2),,S - PER - New Map,Assigned,2017-06-19-23.22.46,2016-10-21-10.28.58,2017-06-19-23.22.46,2016-11-04-09.38.31,2017-01-31-21.29.08,2016-10-21-00.00.00,5377-12949488,,Technical Review,,CEVA PER  GHO-2016-06546 C2C Manual PO Upload for Stock Item Inventory - MAP CEVA_SAT_C2C_PARAGON_I_PO_CSV_FF,1550,102
5377-12995440,User16,Customer21,Sev 3,B2B Services Integration Plus (Managed Services),JUN/R1(1.5)M1(.5),,S - Map Research,Closed,2017-06-19-12.13.33,2016-10-25-11.48.11,2017-06-19-12.13.33,2016-10-25-12.01.47,2017-06-19-12.13.33,2017-04-17-00.00.00,,5377-13254232,Production Validation,APR/E,PER_PaccarViaMulti Serve 810_20161024 -USX_BRID_I_810_4010,331,237
5377-12995440,User16,Customer21,Sev 3,B2B Services Integration Plus (Managed Services),JUN/R1(1.5)M1(.5),,S - Map Research,Closed,2017-06-19-12.13.33,2016-10-25-11.48.11,2017-06-19-12.13.33,2016-10-25-12.01.47,2017-06-19-12.13.33,2017-04-17-00.00.00,,5377-13339573,Production Validation,APR/E,PER_PaccarViaMulti Serve 810_20161024 -USX_BRID_I_810_4010,331,237
5377-13001144,User17,Customer4,Sev 2,B2B Services Integration Plus (Managed Services),OCT/NC1(2) DEC/C9(17.5) FEB/C1(2)R2(3) MAR/C2(4.5)R1(2) JUN/C1(2),,S - PER - New Map,Assigned,2017-06-19-23.23.23,2016-10-27-08.09.09,2017-06-19-23.23.23,2016-10-28-06.51.34,,2016-10-26-00.00.00,5377-12979763,,Technical Review,,PER - CEVA_LLL_GROUND_O_210_4010,3447,236
5377-13001427,User3,Customer8,Sev 4,B2B Services Integration Plus (Managed Services),OCT/N DEC/C1(2) MAR/R2(2) MAY/M1(1),,S - PER - New Map,Release - Monthly,2017-06-19-09.00.07,2016-10-27-10.12.08,2017-06-19-09.00.07,2016-10-27-10.29.26,,2016-10-27-00.00.00,,,Technical Review,,PER - GSKVAC_CA cXML Invoice Tungsten-MM_EINVOICE_GSKVAC_CA_O_CXML,554,236
5377-13001531,User3,Customer8,Sev 4,B2B Services Integration Plus (Managed Services),NOV/N FEB/C3(3),,S - PER - New Map,Waiting - Client,2017-06-19-13.15.15,2016-10-27-10.45.57,2017-06-19-13.15.15,2016-10-27-10.48.33,,2016-11-02-00.00.00,,,Technical Review,,PER - UNILEVER_DE EDI Invoice Tungsten-MM_UNILEVER_DE_O_810_2002,415,236
5377-13017740,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),,,S - Configuration changes,Needs Reply,2017-06-19-19.45.18,2016-11-03-04.27.03,2017-06-19-19.45.18,2016-11-03-04.32.47,,,,5377-13272927,,,PER_SGCIO_SEKURIT_ELEMICA,198,229
5377-13017740,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),,,S - Configuration changes,Needs Reply,2017-06-19-19.45.18,2016-11-03-04.27.03,2017-06-19-19.45.18,2016-11-03-04.32.47,,,,5377-13368835,,,PER_SGCIO_SEKURIT_ELEMICA,198,229
5377-13017740,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),,,S - Configuration changes,Needs Reply,2017-06-19-19.45.18,2016-11-03-04.27.03,2017-06-19-19.45.18,2016-11-03-04.32.47,,,,5377-13421890,,,PER_SGCIO_SEKURIT_ELEMICA,198,229
5377-13017740,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),,,S - Configuration changes,Needs Reply,2017-06-19-19.45.18,2016-11-03-04.27.03,2017-06-19-19.45.18,2016-11-03-04.32.47,,,,5377-13421892,,,PER_SGCIO_SEKURIT_ELEMICA,198,229
5377-13017740,User18,Customer20,Sev 3,B2B Services Integration Plus (Managed Services),,,S - Configuration changes,Needs Reply,2017-06-19-19.45.18,2016-11-03-04.27.03,2017-06-19-19.45.18,2016-11-03-04.32.47,,,,5377-13421895,,,PER_SGCIO_SEKURIT_ELEMICA,198,229
5377-13035895,User19,Customer25,Sev 2,B2B Services Integration Plus (Managed Services),NOV/N MAY/R2(2)X1(.25),MAY/Y1,S - PER - New Map,Waiting - Client,2017-06-19-10.15.42,2016-11-10-08.36.50,2017-06-19-10.15.42,2016-11-13-07.33.58,,2016-11-10-00.00.00,5377-13031191,,CTE Technical Implementation,,PER KENNAMETAL - AMAZON NEW I850 MAP/KENN_AMAZON_IPG_I_850_4010,475,222
5377-13048832,User20,Customer26,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Work In Progress,2017-06-19-13.59.38,2016-11-16-07.40.44,2017-06-19-13.59.38,2016-11-16-07.44.50,,,,5377-13053554,,,PER - Set-up NEW TP Preform with DELINS or DELFOR and ORDERS,786,216
5377-13048832,User20,Customer26,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Work In Progress,2017-06-19-13.59.38,2016-11-16-07.40.44,2017-06-19-13.59.38,2016-11-16-07.44.50,,,,5377-13419811,,,PER - Set-up NEW TP Preform with DELINS or DELFOR and ORDERS,786,216
5377-13054816,User8,Customer28,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-12.25.43,2016-11-17-14.07.56,2017-06-19-12.25.43,2016-11-17-14.50.11,,2016-12-15-00.00.00,,5377-13066576,CTE Valiation/Testing,,New Trading Partner Setup for Essendant,1479,215
5377-13054816,User8,Customer28,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-12.25.43,2016-11-17-14.07.56,2017-06-19-12.25.43,2016-11-17-14.50.11,,2016-12-15-00.00.00,,5377-13066592,CTE Valiation/Testing,,New Trading Partner Setup for Essendant,1479,215
5377-13054816,User8,Customer28,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-12.25.43,2016-11-17-14.07.56,2017-06-19-12.25.43,2016-11-17-14.50.11,,2016-12-15-00.00.00,,5377-13066618,CTE Valiation/Testing,,New Trading Partner Setup for Essendant,1479,215
5377-13063113,User7,Customer29,Sev 4,B2B Services Integration Plus (Managed Services),NOV/R1(.5)N DEC/C1(.5),,S - PER - New Map,Closed,2017-06-19-12.21.08,2016-11-21-16.20.11,2017-06-19-12.21.08,2016-11-21-16.28.43,2017-06-19-12.21.08,2016-12-02-00.00.00,,,CTE Valiation/Testing,,PER -New Map - HSCO_LUTRON_I_860_4010 [In CTE 12/02],339,210
5377-13074543,User11,Customer17,Sev 4,B2B Services (Hosted Translations),NOV/N JAN/R1(0.5) MAY/X1(1)C3(4.5)R1(.25)M1(1),MAY/Q1,S - PER - New Map,Needs Reply,2017-06-19-14.45.03,2016-11-27-23.14.46,2017-06-19-14.45.03,2017-01-31-05.07.37,,,5377-12930467,,,,FW: New IBM Integration - Coupa Marketplace-HILTI_PREPROCESSOR_cXML/HILT_HERT_I_ORDER_CXML,3011,205
5377-13076366,User19,Customer18,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-13.40.56,2016-11-28-11.28.10,2017-06-19-13.40.56,2016-11-28-14.52.18,,2017-06-16-00.00.00,,5377-13474300,CTE Valiation/Testing,,PER RJR - ATLANTIC PKG - NEW AS2 SETUP - NEW IDs,236,204
5377-13078657,User19,Customer18,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-16.46.24,2016-11-28-15.38.56,2017-06-19-16.46.24,2016-11-29-07.29.20,,2016-12-21-00.00.00,,5377-13124471,CTE Valiation/Testing,,PER RJR - FOCKE - PARENT TICKET - NEW COMM WEBSERVICE - NEW O850 & I810 MAPS,444,204
5377-13078657,User19,Customer18,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-16.46.24,2016-11-28-15.38.56,2017-06-19-16.46.24,2016-11-29-07.29.20,,2016-12-21-00.00.00,,5377-13138476,CTE Valiation/Testing,,PER RJR - FOCKE - PARENT TICKET - NEW COMM WEBSERVICE - NEW O850 & I810 MAPS,444,204
5377-13078657,User19,Customer18,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-16.46.24,2016-11-28-15.38.56,2017-06-19-16.46.24,2016-11-29-07.29.20,,2016-12-21-00.00.00,,5377-13261156,CTE Valiation/Testing,,PER RJR - FOCKE - PARENT TICKET - NEW COMM WEBSERVICE - NEW O850 & I810 MAPS,444,204
5377-13078657,User19,Customer18,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-16.46.24,2016-11-28-15.38.56,2017-06-19-16.46.24,2016-11-29-07.29.20,,2016-12-21-00.00.00,,5377-13306778,CTE Valiation/Testing,,PER RJR - FOCKE - PARENT TICKET - NEW COMM WEBSERVICE - NEW O850 & I810 MAPS,444,204
5377-13078657,User19,Customer18,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - Communication,Waiting - Client,2017-06-19-16.46.24,2016-11-28-15.38.56,2017-06-19-16.46.24,2016-11-29-07.29.20,,2016-12-21-00.00.00,,5377-13379635,CTE Valiation/Testing,,PER RJR - FOCKE - PARENT TICKET - NEW COMM WEBSERVICE - NEW O850 & I810 MAPS,444,204
5377-13095435,User22,Customer19,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.23.24,2016-12-06-04.43.55,2017-06-19-10.23.24,2016-12-13-12.05.31,,2017-06-19-00.00.00,,5377-13103763,Production Validation,JUN/ERM,EDI - AMA with Estee Lauder - 4 flows,1990,196
5377-13095435,User22,Customer19,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.23.24,2016-12-06-04.43.55,2017-06-19-10.23.24,2016-12-13-12.05.31,,2017-06-19-00.00.00,,5377-13137940,Production Validation,JUN/ERM,EDI - AMA with Estee Lauder - 4 flows,1990,196
5377-13095435,User22,Customer19,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.23.24,2016-12-06-04.43.55,2017-06-19-10.23.24,2016-12-13-12.05.31,,2017-06-19-00.00.00,,5377-13161805,Production Validation,JUN/ERM,EDI - AMA with Estee Lauder - 4 flows,1990,196
5377-13095435,User22,Customer19,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.23.24,2016-12-06-04.43.55,2017-06-19-10.23.24,2016-12-13-12.05.31,,2017-06-19-00.00.00,,5377-13178447,Production Validation,JUN/ERM,EDI - AMA with Estee Lauder - 4 flows,1990,196
5377-13095435,User22,Customer19,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.23.24,2016-12-06-04.43.55,2017-06-19-10.23.24,2016-12-13-12.05.31,,2017-06-19-00.00.00,,5377-13178452,Production Validation,JUN/ERM,EDI - AMA with Estee Lauder - 4 flows,1990,196
5377-13095435,User22,Customer19,Sev 3,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-10.23.24,2016-12-06-04.43.55,2017-06-19-10.23.24,2016-12-13-12.05.31,,2017-06-19-00.00.00,,5377-13178453,Production Validation,JUN/ERM,EDI - AMA with Estee Lauder - 4 flows,1990,196
5377-13097116,User23,Customer33,Sev 4,B2B Services Integration Plus (Managed Services),DEC/NC1(2) JUN/R1(.5)C3(10),,S - PER - New Map,Assigned,2017-06-19-23.23.54,2016-12-06-17.03.29,2017-06-19-23.23.54,2016-12-12-05.17.29,,,5377-13089240,,CTE Valiation/Testing,,PER - Home Depot Special Order Inbound and Outbound setup with WattsRadiant for 870 - document - WTSUS_HDSOR_O_870_4010,1238,196
5377-13104308,User4,Customer32,Sev 4,B2B Services (Hosted Translations),"TP1/CM0/NM4/MC0/AD0 
Partner Name - Home Hardware Stores
New Map-PMFG_HHS_I_850_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_810_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_855_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_856_4010
Type - 2
Complexity - Average",DEC/15/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.17.09,2016-12-09-12.05.01,2017-06-19-02.17.09,2016-12-12-06.05.35,,2016-12-15-00.00.00,,5377-13107028,CTE Valiation/Testing,,PER - New trading partner setup - Home Hardware Stores,887,193
5377-13104308,User4,Customer32,Sev 4,B2B Services (Hosted Translations),"TP1/CM0/NM4/MC0/AD0 
Partner Name - Home Hardware Stores
New Map-PMFG_HHS_I_850_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_810_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_855_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_856_4010
Type - 2
Complexity - Average",DEC/15/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.17.09,2016-12-09-12.05.01,2017-06-19-02.17.09,2016-12-12-06.05.35,,2016-12-15-00.00.00,,5377-13109011,CTE Valiation/Testing,,PER - New trading partner setup - Home Hardware Stores,887,193
5377-13104308,User4,Customer32,Sev 4,B2B Services (Hosted Translations),"TP1/CM0/NM4/MC0/AD0 
Partner Name - Home Hardware Stores
New Map-PMFG_HHS_I_850_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_810_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_855_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_856_4010
Type - 2
Complexity - Average",DEC/15/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.17.09,2016-12-09-12.05.01,2017-06-19-02.17.09,2016-12-12-06.05.35,,2016-12-15-00.00.00,,5377-13109013,CTE Valiation/Testing,,PER - New trading partner setup - Home Hardware Stores,887,193
5377-13104308,User4,Customer32,Sev 4,B2B Services (Hosted Translations),"TP1/CM0/NM4/MC0/AD0 
Partner Name - Home Hardware Stores
New Map-PMFG_HHS_I_850_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_810_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_855_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_856_4010
Type - 2
Complexity - Average",DEC/15/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.17.09,2016-12-09-12.05.01,2017-06-19-02.17.09,2016-12-12-06.05.35,,2016-12-15-00.00.00,,5377-13109019,CTE Valiation/Testing,,PER - New trading partner setup - Home Hardware Stores,887,193
5377-13104308,User4,Customer32,Sev 4,B2B Services (Hosted Translations),"TP1/CM0/NM4/MC0/AD0 
Partner Name - Home Hardware Stores
New Map-PMFG_HHS_I_850_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_810_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_855_4010
Type - 2
Complexity - Average
New Map-PMFG_HHS_O_856_4010
Type - 2
Complexity - Average",DEC/15/2017,S - PER - parent request,Waiting - Client,2017-06-19-02.17.09,2016-12-09-12.05.01,2017-06-19-02.17.09,2016-12-12-06.05.35,,2016-12-15-00.00.00,,5377-13109025,CTE Valiation/Testing,,PER - New trading partner setup - Home Hardware Stores,887,193
5377-13107156,User24,Customer35,Sev 2,B2B Services Integration Plus (Managed Services),DEC/R2(3.75)C3(6) JAN/R2(3)C5(6.25) MAR/R1(1) MAY/C1(1) JUN/C3(5),,S - Map Change,Needs Reply,2017-06-19-14.30.24,2016-12-12-07.41.50,2017-06-19-14.30.24,2016-12-13-04.54.13,,,5377-12880430,,,,"PER_SEKURIT_FORD

MAPS SGS_FORD_I_862_002002FORD",2121,190
5377-13109237,User26,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Reopened,2017-06-19-10.15.29,2016-12-13-03.56.51,2017-06-19-10.15.29,2016-12-15-15.52.32,2017-02-14-22.09.31,2016-12-14-00.00.00,,5377-13124909,CTE Valiation/Testing,,CEVA PER GHO-2016-08647 EDI - Air - Kuebix/Sensata 214 CVDB/OFS Status,952,63
5377-13109799,User24,Customer35,Sev 2,B2B Services Integration Plus (Managed Services),DEC/C2(5)R1(1.5) JAN/C1(1.5) FEB/R1(1) APR/C1(1.5)R1(0.5) MAY/R2(3)C4(5.5) JUN/C2(3),,S - PER - New Map,Waiting - Client,2017-06-19-04.26.54,2016-12-13-09.46.41,2017-06-19-04.26.54,2016-12-14-06.37.44,,,5377-12880430,,,,"PER_SEKURIT_FORD_MAPS: SGCIO_FORD ANSI X12 830 002001FORD
MAP - SGCIO_FORD_I_830_002001FORD SGS_FORD_I_830_002001FORD",1745,189
5377-13113280,User13,Customer36,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New Map,Release - Major,2017-06-19-18.20.28,2016-12-14-17.13.59,2017-06-19-18.20.28,2016-12-15-07.49.20,,2017-06-19-00.00.00,,5377-13115963,Production Validation,JUN/ME,Thermos LLC - Big Lots - 856 - Version 5010 ADD,26,188
5377-13114370,User27,Customer75,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - New TP,Release - Monthly,2017-06-19-17.15.53,2016-12-15-08.32.10,2017-06-19-17.15.53,2016-12-15-08.42.08,,2017-06-19-00.00.00,,5377-13321247,On Hold,,"RE: PER Costco 850/855/832/810
IP:  No,  Egress:  Yes,  Class C:  No ",201,187
5377-13115963,User13,Customer36,Sev 4,B2B Services Integration Plus (Managed Services),DEC/N JAN/F1(1)M2(1),JAN/Q1,S - PER - New Map,Needs Reply,2017-06-19-19.17.09,2016-12-15-23.00.51,2017-06-19-19.17.09,2016-12-21-01.50.06,,2017-06-19-00.00.00,5377-13113280,,Production Validation,,Thermos LLC - Big Lots - 856 - Version 5010 ADD-THER_BIGL_O_856_5010,424,187
5377-13115965,User13,Customer36,Sev 4,B2B Services Integration Plus (Managed Services),DEC/N JAN M2(1.5),,S - PER - New Map,Needs Reply,2017-06-19-18.18.36,2016-12-15-23.05.47,2017-06-19-18.18.36,2016-12-16-06.18.52,,2017-06-19-00.00.00,5377-13113278,,Production Validation,,Thermos LLC - Big Lots - 810 - Version 5010 ADD - THER_BIGL_O_810_5010,418,187
5377-13116460,User25,Customer56,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-09.45.59,2016-12-16-04.40.59,2017-06-19-09.45.59,2016-12-21-05.17.06,,2017-04-24-00.00.00,,5377-13124072,Production Validation,APR/C RC/APR-S,Direct AS2 Connection between  IBM / Saint-Gobain & Dinet / Renault,2700,186
5377-13116460,User25,Customer56,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-09.45.59,2016-12-16-04.40.59,2017-06-19-09.45.59,2016-12-21-05.17.06,,2017-04-24-00.00.00,,5377-13356031,Production Validation,APR/C RC/APR-S,Direct AS2 Connection between  IBM / Saint-Gobain & Dinet / Renault,2700,186
5377-13119886,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-05.16.07,2016-12-19-07.22.11,2017-06-19-05.16.07,2016-12-19-07.59.27,,2017-06-19-00.00.00,,5377-13129677,Production Validation,JUN/ME,PER - Siemens new DESADV map setup,304,183
5377-13119886,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-05.16.07,2016-12-19-07.22.11,2017-06-19-05.16.07,2016-12-19-07.59.27,,2017-06-19-00.00.00,,5377-13129679,Production Validation,JUN/ME,PER - Siemens new DESADV map setup,304,183
5377-13119886,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-05.16.07,2016-12-19-07.22.11,2017-06-19-05.16.07,2016-12-19-07.59.27,,2017-06-19-00.00.00,,5377-13136725,Production Validation,JUN/ME,PER - Siemens new DESADV map setup,304,183
5377-13119886,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-05.16.07,2016-12-19-07.22.11,2017-06-19-05.16.07,2016-12-19-07.59.27,,2017-06-19-00.00.00,,5377-13136731,Production Validation,JUN/ME,PER - Siemens new DESADV map setup,304,183
5377-13119886,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-05.16.07,2016-12-19-07.22.11,2017-06-19-05.16.07,2016-12-19-07.59.27,,2017-06-19-00.00.00,,5377-13164057,Production Validation,JUN/ME,PER - Siemens new DESADV map setup,304,183
5377-13119886,User2,Customer37,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-05.16.07,2016-12-19-07.22.11,2017-06-19-05.16.07,2016-12-19-07.59.27,,2017-06-19-00.00.00,,5377-13477144,Production Validation,JUN/ME,PER - Siemens new DESADV map setup,304,183
5377-13122356,User28,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-13.49.15,2016-12-20-09.43.22,2017-06-19-13.49.15,2016-12-22-14.19.41,,2017-06-19-00.00.00,,5377-13150236,Production Validation,JUNE/MR,CEVA PER LNA-2016-05993 SCR - AUDI/VW - New IB ASN Interface,1252,182
5377-13122356,User28,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-13.49.15,2016-12-20-09.43.22,2017-06-19-13.49.15,2016-12-22-14.19.41,,2017-06-19-00.00.00,,5377-13234068,Production Validation,JUNE/MR,CEVA PER LNA-2016-05993 SCR - AUDI/VW - New IB ASN Interface,1252,182
5377-13122356,User28,Customer4,Sev 4,B2B Services Integration Plus (Managed Services),,,S - PER - parent request,Waiting - Client,2017-06-19-13.49.15,2016-12-20-09.43.22,2017-06-19-13.49.15,2016-12-22-14.19.41,,2017-06-19-00.00.00,,5377-13478382,Production Validation,JUNE/MR,CEVA PER LNA-2016-05993 SCR - AUDI/VW - New IB ASN Interface,1252,182
5377-13138568,User18,Customer27,Sev 4,B2B Services (Hosted Translations),"TP0/CM0/NM0/MC0/AD1
Partner Name : Hidria
Document Type : DELFOR
Map: Existing",JAN/04/2017,S - PER - parent request,Needs Reply,2017-06-19-08.16.26,2017-01-03-10.04.15,2017-06-19-08.16.26,2017-01-04-05.58.52,,2017-01-04-00.00.00,,5377-13140288,Production Validation,JAN/E,PER - New TP - New supplier HIDRIA - Outbound DELFOR,161,168
5377-13138568,User18,Customer27,Sev 4,B2B Services (Hosted Translations),"TP0/CM0/NM0/MC0/AD1
Partner Name : Hidria
Document Type : DELFOR
Map: Existing",JAN/04/2017,S - PER - parent request,Needs Reply,2017-06-19-08.16.26,2017-01-03-10.04.15,2017-06-19-08.16.26,2017-01-04-05.58.52,,2017-01-04-00.00.00,,5377-13140292,Production Validation,JAN/E,PER - New TP - New supplier HIDRIA - Outbound DELFOR,161,168
